Experiment;Citation;Cit;Compiler;Device;Container;Exp_Type;Lab;Comments;Duration_hrs;P_kbar;T_C;fo2_buffer;delta_buffer;melt_fraction;ol;opx;cpx;plag;amph;mag;sp;ilm;bt;ksp;gt;qz;phase_sum;assemblage;SiO2_start;TiO2_start;Cr2O3_start;Al2O3_start;FeO_start;Fe2O3_start;O_start;MgO_start;CaO_start;Na2O_start;K2O_start;H2O_start;xH2O_in;H2O_method;CO2_start;start_density_calculated;start_density_unc;SiO2_liquid;TiO2_liquid;Al2O3_liquid;FeO_liquid;MgO_liquid;CaO_liquid;Na2O_liquid;K2O_liquid;H2O_liquid;liq_density_calculated;liq_density_unc;sol_density
87S35a-#3;Sisson, T. W., & Grove, T. L. (1993). Experimental investigations of the role of H2O in calc-alkaline differentiation and subduction zone magmatism. Contributions to Mineralogy and Petrology, 113(2), 143-166.;Sisson1993a;CN;TZMPV;Au;EQ;MIT;Nothing;8.00000;2.000;970.000;nno;0.000;96.000;0.000;0.000;0.000;1.000;3.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;;50.600;1.270;0.000;19.100;5.330;0.000;0.000;4.320;8.850;4.230;1.000;5.583;1.000;saturated;0.000;2359.338511;61.0165827;52.100;1.270;19.300;8.350;4.140;8.770;4.490;1.000;5.583;2384.002572;60.99556964;0.000
87S35a-#11;Sisson, T. W., & Grove, T. L. (1993). Experimental investigations of the role of H2O in calc-alkaline differentiation and subduction zone magmatism. Contributions to Mineralogy and Petrology, 113(2), 143-166.;Sisson1993a;CN;TZMPV;Au;EQ;MIT;Nothing;63.00000;2.000;965.000;nno;0.000;87.000;6.000;0.000;0.000;1.000;5.000;0.000;2.000;0.000;0.000;0.000;0.000;0.000;101.000;;50.600;1.270;0.000;19.100;5.330;0.000;0.000;4.320;8.850;4.230;1.000;5.590;1.000;saturated;0.000;2360.523984;60.98470838;53.200;1.100;19.200;7.630;3.660;8.580;4.540;1.230;5.590;2367.682007;59.72269115;0.000
87S35a-#10;Sisson, T. W., & Grove, T. L. (1993). Experimental investigations of the role of H2O in calc-alkaline differentiation and subduction zone magmatism. Contributions to Mineralogy and Petrology, 113(2), 143-166.;Sisson1993a;CN;TZMPV;Au;EQ;MIT;Nothing;71.00000;2.000;950.000;nno;0.000;67.000;0.000;0.000;0.000;13.000;17.000;0.000;3.000;0.000;0.000;0.000;0.000;0.000;100.000;;50.600;1.270;0.000;19.100;5.330;0.000;0.000;4.320;8.850;4.230;1.000;5.609;1.000;saturated;0.000;2364.116756;60.88642166;56.900;0.820;18.600;6.290;2.680;7.230;5.070;1.480;5.609;2327.136623;55.93472304;0.000
87S35a-#13;Sisson, T. W., & Grove, T. L. (1993). Experimental investigations of the role of H2O in calc-alkaline differentiation and subduction zone magmatism. Contributions to Mineralogy and Petrology, 113(2), 143-166.;Sisson1993a;CN;TZMPV;Au;EQ;MIT;Nothing;66.00000;2.000;925.000;nno;0.000;51.000;0.000;0.000;0.000;21.000;26.000;0.000;3.000;0.000;0.000;0.000;0.000;0.000;101.000;;50.600;1.270;0.000;19.100;5.330;0.000;0.000;4.320;8.850;4.230;1.000;5.639;1.000;saturated;0.000;2370.240343;60.71233825;60.000;0.580;18.900;5.270;1.760;5.660;5.440;1.780;5.639;2296.50816;52.35776781;0.000
85S52b#11;Sisson, T. W., & Grove, T. L. (1993). Experimental investigations of the role of H2O in calc-alkaline differentiation and subduction zone magmatism. Contributions to Mineralogy and Petrology, 113(2), 143-166.;Sisson1993a;CN;TZMPV;Au;EQ;MIT;Nothing;8.00000;2.000;1024.000;nno;0.000;99.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;;53.300;1.120;0.000;17.500;5.950;0.000;0.000;4.780;7.270;3.680;2.020;5.549;1.000;saturated;0.000;2334.294468;60.17027039;54.900;1.090;17.900;7.830;4.560;7.120;4.030;2.070;5.549;2343.899069;59.75908469;0.000
85S52b#12;Sisson, T. W., & Grove, T. L. (1993). Experimental investigations of the role of H2O in calc-alkaline differentiation and subduction zone magmatism. Contributions to Mineralogy and Petrology, 113(2), 143-166.;Sisson1993a;CN;TZMPV;Au;EQ;MIT;Nothing;8.00000;2.000;998.000;nno;0.000;98.000;2.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;;53.300;1.120;0.000;17.500;5.950;0.000;0.000;4.780;7.270;3.680;2.020;5.585;1.000;saturated;0.000;2340.11061;60.02063487;55.000;1.130;18.000;7.700;4.420;7.060;4.040;2.180;5.585;2346.745937;59.29940582;0.000
85S52b#13;Sisson, T. W., & Grove, T. L. (1993). Experimental investigations of the role of H2O in calc-alkaline differentiation and subduction zone magmatism. Contributions to Mineralogy and Petrology, 113(2), 143-166.;Sisson1993a;CN;TZMPV;Au;EQ;MIT;Nothing;12.00000;2.000;968.000;nno;0.000;96.000;4.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;;53.300;1.120;0.000;17.500;5.950;0.000;0.000;4.780;7.270;3.680;2.020;5.626;1.000;saturated;0.000;2346.976301;59.83745259;55.400;1.150;18.300;7.640;3.700;7.420;3.990;1.940;5.626;2350.091079;58.34095695;0.000
85S52b#14;Sisson, T. W., & Grove, T. L. (1993). Experimental investigations of the role of H2O in calc-alkaline differentiation and subduction zone magmatism. Contributions to Mineralogy and Petrology, 113(2), 143-166.;Sisson1993a;CN;TZMPV;Au;EQ;MIT;Nothing;20.00000;2.000;943.000;nno;0.000;86.000;1.000;0.000;0.000;0.000;13.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;;53.300;1.120;0.000;17.500;5.950;0.000;0.000;4.780;7.270;3.680;2.020;5.658;1.000;saturated;0.000;2352.852234;59.67349466;56.300;1.090;18.600;7.250;3.090;7.220;4.090;1.940;5.658;2343.674892;56.89688352;0.000
1583;Sisson, T. W., Ratajeski, K., Hankins, W. B., & Glazner, A. F. (2005). Voluminous granitic magmas from common basaltic sources. Contributions to Mineralogy and Petrology, 148(6), 635-661.;Sisson2005;CN;NONE;NONE;NONE;Volcano Hazards Program, U.S. Geological Survey, 345 Middleﬁeld Rd., Menlo Park, CA 94025, USA;Nothing;96.00000;7.000;900.000;nno;-0.500;17.000;0.000;0.000;0.000;36.000;31.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;84.000;opx plag amph;51.320;1.290;0.000;19.370;8.820;0.000;0.000;4.380;8.980;4.290;1.010;2.300;0.000;tabulated;0.000;2680.244012;47.01834275;64.423;0.409;17.386;5.209;0.837;3.034;4.720;3.425;13.647;2118.691608;73.4343148;0.000
1602;Sisson, T. W., Ratajeski, K., Hankins, W. B., & Glazner, A. F. (2005). Voluminous granitic magmas from common basaltic sources. Contributions to Mineralogy and Petrology, 148(6), 635-661.;Sisson2005;CN;NONE;NONE;NONE;Volcano Hazards Program, U.S. Geological Survey, 345 Middleﬁeld Rd., Menlo Park, CA 94025, USA;Nothing;96.00000;7.000;850.000;NONE;0.000;15.000;0.000;0.000;0.000;45.000;37.000;3.300;0.000;0.000;0.000;0.000;0.000;0.000;100.300;opx plag amph ox;51.320;1.290;0.000;19.370;8.820;0.000;0.000;4.380;8.980;4.290;1.010;2.300;0.000;tabulated;0.000;2694.032072;46.60226794;70.263;0.220;15.846;2.470;0.502;2.103;4.256;4.051;10.200;2183.891326;59.42591459;0.000
1591;Sisson, T. W., Ratajeski, K., Hankins, W. B., & Glazner, A. F. (2005). Voluminous granitic magmas from common basaltic sources. Contributions to Mineralogy and Petrology, 148(6), 635-661.;Sisson2005;CN;NONE;NONE;NONE;Volcano Hazards Program, U.S. Geological Survey, 345 Middleﬁeld Rd., Menlo Park, CA 94025, USA;Nothing;96.00000;7.000;825.000;nno;-0.400;12.000;0.000;0.000;0.000;44.000;40.000;0.000;0.000;0.000;2.000;0.000;0.000;0.000;98.000;opx plag amph bt;51.320;1.290;0.000;19.370;8.820;0.000;0.000;4.380;8.980;4.290;1.010;2.300;0.000;tabulated;0.000;2700.979437;46.39262108;70.940;0.110;16.190;2.360;0.290;1.760;4.130;3.930;10.000;2191.626474;57.81513662;0.000
1604;Sisson, T. W., Ratajeski, K., Hankins, W. B., & Glazner, A. F. (2005). Voluminous granitic magmas from common basaltic sources. Contributions to Mineralogy and Petrology, 148(6), 635-661.;Sisson2005;CN;NONE;NONE;NONE;Volcano Hazards Program, U.S. Geological Survey, 345 Middleﬁeld Rd., Menlo Park, CA 94025, USA;Nothing;96.00000;7.000;925.000;NONE;0.000;24.000;0.000;1.000;9.000;41.000;27.000;2.800;0.000;0.000;0.000;0.000;0.000;0.000;104.800;opx cpx plag amph ox;51.320;1.290;0.000;19.370;8.820;0.000;0.000;4.380;8.980;4.290;1.010;2.300;0.000;tabulated;0.000;2673.402772;47.22478712;60.299;0.709;17.593;6.987;1.648;4.252;4.633;2.944;9.667;2256.64172;65.22338247;0.000
1578;Sisson, T. W., Ratajeski, K., Hankins, W. B., & Glazner, A. F. (2005). Voluminous granitic magmas from common basaltic sources. Contributions to Mineralogy and Petrology, 148(6), 635-661.;Sisson2005;CN;NONE;NONE;NONE;Volcano Hazards Program, U.S. Geological Survey, 345 Middleﬁeld Rd., Menlo Park, CA 94025, USA;Nothing;96.00000;7.000;975.000;NONE;0.000;31.000;0.000;0.000;0.000;36.000;31.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;98.000;ol cpx plag amph;51.320;1.290;0.000;19.370;8.820;0.000;0.000;4.380;8.980;4.290;1.010;2.300;0.000;tabulated;0.000;2659.824533;47.63453028;57.080;1.010;18.660;7.550;2.320;5.530;4.260;2.290;7.484;2342.741918;61.3749043;0.000
1584;Sisson, T. W., Ratajeski, K., Hankins, W. B., & Glazner, A. F. (2005). Voluminous granitic magmas from common basaltic sources. Contributions to Mineralogy and Petrology, 148(6), 635-661.;Sisson2005;CN;NONE;NONE;NONE;Volcano Hazards Program, U.S. Geological Survey, 345 Middleﬁeld Rd., Menlo Park, CA 94025, USA;Nothing;96.00000;7.000;875.000;nno;-0.500;15.000;0.000;4.000;0.000;42.000;38.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;99.000;opx plag amph;51.320;1.290;0.000;19.370;8.820;0.000;0.000;4.380;8.980;4.290;1.010;2.300;0.000;tabulated;0.000;2687.120355;46.81083908;57.918;0.793;18.135;8.323;1.829;4.704;4.681;2.651;14.500;2155.441921;80.06151263;0.000
1580;Sisson, T. W., Ratajeski, K., Hankins, W. B., & Glazner, A. F. (2005). Voluminous granitic magmas from common basaltic sources. Contributions to Mineralogy and Petrology, 148(6), 635-661.;Sisson2005;CN;NONE;NONE;NONE;Volcano Hazards Program, U.S. Geological Survey, 345 Middleﬁeld Rd., Menlo Park, CA 94025, USA;Nothing;96.00000;7.000;950.000;nno;-0.800;25.000;0.000;2.000;0.000;40.000;32.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;99.000;opx plag amph;51.320;1.290;0.000;19.370;8.820;0.000;0.000;4.380;8.980;4.290;1.010;2.300;0.000;tabulated;0.000;2666.596368;47.4301803;66.423;0.209;17.261;4.281;0.602;2.504;4.676;3.655;9.280;2207.692793;59.59890148;0.000
1586;Sisson, T. W., Ratajeski, K., Hankins, W. B., & Glazner, A. F. (2005). Voluminous granitic magmas from common basaltic sources. Contributions to Mineralogy and Petrology, 148(6), 635-661.;Sisson2005;CN;NONE;NONE;NONE;Volcano Hazards Program, U.S. Geological Survey, 345 Middleﬁeld Rd., Menlo Park, CA 94025, USA;Nothing;96.00000;7.000;850.000;nno;-0.400;12.000;0.000;0.000;0.000;44.000;42.000;0.000;0.000;0.000;3.000;0.000;0.000;0.000;101.000;opx cpx plag amph bt;51.320;1.290;0.000;19.370;8.820;0.000;0.000;4.380;8.980;4.290;1.010;2.300;0.000;tabulated;0.000;2694.032072;46.60226794;68.730;0.230;17.040;2.920;0.370;2.020;4.550;3.820;10.000;2197.243373;59.07681144;0.000
1666;Sisson, T. W., Ratajeski, K., Hankins, W. B., & Glazner, A. F. (2005). Voluminous granitic magmas from common basaltic sources. Contributions to Mineralogy and Petrology, 148(6), 635-661.;Sisson2005;CN;NONE;NONE;NONE;Volcano Hazards Program, U.S. Geological Survey, 345 Middleﬁeld Rd., Menlo Park, CA 94025, USA;Nothing;96.00000;7.000;925.000;nno;3.800;15.000;0.000;0.000;0.000;50.000;29.000;3.100;0.000;0.000;0.000;0.000;0.000;0.000;97.100;opx plag amph ox;51.320;1.290;0.000;19.370;8.820;0.000;0.000;4.380;8.980;4.290;1.010;2.300;0.000;tabulated;0.000;2673.402772;47.22478712;71.383;0.324;15.277;1.433;0.772;1.806;3.900;4.751;12.500;2090.268136;67.18992715;0.000
1582;Sisson, T. W., Ratajeski, K., Hankins, W. B., & Glazner, A. F. (2005). Voluminous granitic magmas from common basaltic sources. Contributions to Mineralogy and Petrology, 148(6), 635-661.;Sisson2005;CN;NONE;NONE;NONE;Volcano Hazards Program, U.S. Geological Survey, 345 Middleﬁeld Rd., Menlo Park, CA 94025, USA;Nothing;96.00000;7.000;925.000;nno;-0.700;22.000;0.000;5.000;0.000;42.000;32.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;101.000;opx plag amph;51.320;1.290;0.000;19.370;8.820;0.000;0.000;4.380;8.980;4.290;1.010;2.300;0.000;tabulated;0.000;2673.402772;47.22478712;59.725;0.562;18.266;7.092;1.449;4.428;4.764;2.801;10.545;2231.672377;68.11430749;0.000
1612;Sisson, T. W., Ratajeski, K., Hankins, W. B., & Glazner, A. F. (2005). Voluminous granitic magmas from common basaltic sources. Contributions to Mineralogy and Petrology, 148(6), 635-661.;Sisson2005;CN;NONE;NONE;NONE;Volcano Hazards Program, U.S. Geological Survey, 345 Middleﬁeld Rd., Menlo Park, CA 94025, USA;Nothing;96.00000;7.000;900.000;NONE;0.000;13.000;0.000;0.000;0.000;48.000;35.000;3.300;0.000;0.000;0.000;0.000;0.000;0.000;99.300;opx plag amph ox;51.320;1.290;0.000;19.370;8.820;0.000;0.000;4.380;8.980;4.290;1.010;2.300;0.000;tabulated;0.000;2680.244012;47.01834275;67.815;0.396;17.134;3.470;0.703;2.624;3.920;3.499;10.100;2190.746592;61.38035681;0.000
1598;Sisson, T. W., Ratajeski, K., Hankins, W. B., & Glazner, A. F. (2005). Voluminous granitic magmas from common basaltic sources. Contributions to Mineralogy and Petrology, 148(6), 635-661.;Sisson2005;CN;NONE;NONE;NONE;Volcano Hazards Program, U.S. Geological Survey, 345 Middleﬁeld Rd., Menlo Park, CA 94025, USA;Nothing;96.00000;7.000;900.000;NONE;0.000;16.000;0.000;0.000;0.000;41.000;42.000;0.800;0.000;0.000;0.000;0.000;0.000;0.000;99.800;opx plag amph ox;51.320;1.290;0.000;19.370;8.820;0.000;0.000;4.380;8.980;4.290;1.010;2.300;0.000;tabulated;0.000;2680.244012;47.01834275;67.108;0.264;16.676;3.790;0.714;2.524;4.601;3.891;10.140;2191.992907;61.53917554;0.000
1603;Sisson, T. W., Ratajeski, K., Hankins, W. B., & Glazner, A. F. (2005). Voluminous granitic magmas from common basaltic sources. Contributions to Mineralogy and Petrology, 148(6), 635-661.;Sisson2005;CN;NONE;NONE;NONE;Volcano Hazards Program, U.S. Geological Survey, 345 Middleﬁeld Rd., Menlo Park, CA 94025, USA;Nothing;96.00000;7.000;975.000;NONE;0.000;27.000;0.000;0.400;9.000;40.000;22.000;0.800;0.000;0.000;0.000;0.000;0.000;0.000;99.200;opx cpx plag amph ox;51.320;1.290;0.000;19.370;8.820;0.000;0.000;4.380;8.980;4.290;1.010;2.300;0.000;tabulated;0.000;2659.824533;47.63453028;57.447;0.938;17.419;8.864;2.131;4.986;4.453;2.605;8.593;2307.366865;64.69166677;0.000
1610;Sisson, T. W., Ratajeski, K., Hankins, W. B., & Glazner, A. F. (2005). Voluminous granitic magmas from common basaltic sources. Contributions to Mineralogy and Petrology, 148(6), 635-661.;Sisson2005;CN;NONE;NONE;NONE;Volcano Hazards Program, U.S. Geological Survey, 345 Middleﬁeld Rd., Menlo Park, CA 94025, USA;Nothing;96.00000;7.000;875.000;NONE;0.000;13.000;0.000;0.000;0.000;47.000;36.000;2.800;0.000;0.000;0.000;0.000;0.000;0.000;98.800;opx plag amph ox;51.320;1.290;0.000;19.370;8.820;0.000;0.000;4.380;8.980;4.290;1.010;2.300;0.000;tabulated;0.000;2687.120355;46.81083908;67.736;0.323;17.061;3.983;0.552;2.421;3.885;3.640;9.700;2212.13865;59.48719166;0.000
1611;Sisson, T. W., Ratajeski, K., Hankins, W. B., & Glazner, A. F. (2005). Voluminous granitic magmas from common basaltic sources. Contributions to Mineralogy and Petrology, 148(6), 635-661.;Sisson2005;CN;NONE;NONE;NONE;Volcano Hazards Program, U.S. Geological Survey, 345 Middleﬁeld Rd., Menlo Park, CA 94025, USA;Nothing;96.00000;7.000;825.000;NONE;0.000;12.000;0.000;0.000;0.000;47.000;37.000;2.500;0.000;0.000;0.000;0.000;0.000;0.000;98.500;opx plag amph ox;51.320;1.290;0.000;19.370;8.820;0.000;0.000;4.380;8.980;4.290;1.010;2.300;0.000;tabulated;0.000;2700.979437;46.39262108;70.499;0.230;16.632;2.716;0.360;1.894;3.595;3.735;9.800;2202.885916;57.61289463;0.000
1694;Sisson, T. W., Ratajeski, K., Hankins, W. B., & Glazner, A. F. (2005). Voluminous granitic magmas from common basaltic sources. Contributions to Mineralogy and Petrology, 148(6), 635-661.;Sisson2005;CN;NONE;NONE;NONE;Volcano Hazards Program, U.S. Geological Survey, 345 Middleﬁeld Rd., Menlo Park, CA 94025, USA;Nothing;96.00000;7.000;850.000;nno;2.000;12.000;0.000;0.000;0.000;49.000;35.000;4.000;0.000;0.000;0.000;0.000;0.000;0.000;100.000;plag amph ox;51.320;1.290;0.000;19.370;8.820;0.000;0.000;4.380;8.980;4.290;1.010;2.300;0.000;tabulated;0.000;2694.032072;46.60226794;71.633;0.355;15.422;1.912;0.417;1.932;3.616;4.319;9.800;2185.205261;57.5778565;0.000
1690;Sisson, T. W., Ratajeski, K., Hankins, W. B., & Glazner, A. F. (2005). Voluminous granitic magmas from common basaltic sources. Contributions to Mineralogy and Petrology, 148(6), 635-661.;Sisson2005;CN;NONE;NONE;NONE;Volcano Hazards Program, U.S. Geological Survey, 345 Middleﬁeld Rd., Menlo Park, CA 94025, USA;Nothing;96.00000;7.000;875.000;nno;2.000;13.000;0.000;0.000;0.000;47.000;36.000;3.600;0.000;0.000;0.000;0.000;0.000;0.000;99.600;plag amph ox;51.320;1.290;0.000;19.370;8.820;0.000;0.000;4.380;8.980;4.290;1.010;2.300;0.000;tabulated;0.000;2687.120355;46.81083908;70.679;0.300;15.857;2.371;0.463;2.045;3.919;4.085;9.800;2185.315545;58.36875199;0.000
1619;Sisson, T. W., Ratajeski, K., Hankins, W. B., & Glazner, A. F. (2005). Voluminous granitic magmas from common basaltic sources. Contributions to Mineralogy and Petrology, 148(6), 635-661.;Sisson2005;CN;NONE;NONE;NONE;Volcano Hazards Program, U.S. Geological Survey, 345 Middleﬁeld Rd., Menlo Park, CA 94025, USA;Nothing;96.00000;7.000;825.000;nno;4.000;12.000;0.000;0.000;0.000;51.000;32.000;3.000;0.000;2.900;0.000;0.000;0.000;0.000;100.900;opx plag amph ox;51.320;1.290;0.000;19.370;8.820;0.000;0.000;4.380;8.980;4.290;1.010;2.300;0.000;tabulated;0.000;2700.979437;46.39262108;74.810;0.196;13.552;1.059;0.470;1.418;3.359;4.678;12.000;2118.06678;62.65119343;0.000
1617;Sisson, T. W., Ratajeski, K., Hankins, W. B., & Glazner, A. F. (2005). Voluminous granitic magmas from common basaltic sources. Contributions to Mineralogy and Petrology, 148(6), 635-661.;Sisson2005;CN;NONE;NONE;NONE;Volcano Hazards Program, U.S. Geological Survey, 345 Middleﬁeld Rd., Menlo Park, CA 94025, USA;Nothing;96.00000;7.000;900.000;nno;3.900;14.000;0.000;0.500;0.000;51.000;31.000;3.100;0.000;2.800;0.000;0.000;0.000;0.000;102.400;opx plag amph ox;51.320;1.290;0.000;19.370;8.820;0.000;0.000;4.380;8.980;4.290;1.010;2.300;0.000;tabulated;0.000;2680.244012;47.01834275;72.106;0.153;14.851;1.666;0.536;1.497;3.931;4.987;9.900;2161.960571;58.20769137;0.000
1616;Sisson, T. W., Ratajeski, K., Hankins, W. B., & Glazner, A. F. (2005). Voluminous granitic magmas from common basaltic sources. Contributions to Mineralogy and Petrology, 148(6), 635-661.;Sisson2005;CN;NONE;NONE;NONE;Volcano Hazards Program, U.S. Geological Survey, 345 Middleﬁeld Rd., Menlo Park, CA 94025, USA;Nothing;96.00000;7.000;900.000;nno;-0.500;16.000;0.000;2.000;0.000;43.000;38.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;99.000;opx plag amph;51.320;1.290;0.000;19.370;8.820;0.000;0.000;4.380;8.980;4.290;1.010;2.300;0.000;tabulated;0.000;2680.244012;47.01834275;65.534;0.321;17.440;4.641;0.709;2.893;4.558;3.441;14.500;2090.424265;75.11706425;0.000
1627;Sisson, T. W., Ratajeski, K., Hankins, W. B., & Glazner, A. F. (2005). Voluminous granitic magmas from common basaltic sources. Contributions to Mineralogy and Petrology, 148(6), 635-661.;Sisson2005;CN;NONE;NONE;NONE;Volcano Hazards Program, U.S. Geological Survey, 345 Middleﬁeld Rd., Menlo Park, CA 94025, USA;Nothing;96.00000;7.000;875.000;nno;3.900;12.000;0.000;1.000;0.000;51.000;31.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;95.000;opx plag amph ox;51.320;1.290;0.000;19.370;8.820;0.000;0.000;4.380;8.980;4.290;1.010;2.300;0.000;tabulated;0.000;2687.120355;46.81083908;73.740;0.135;14.122;1.175;0.460;1.419;3.637;4.988;9.800;2162.306318;56.9310475;0.000
1624;Sisson, T. W., Ratajeski, K., Hankins, W. B., & Glazner, A. F. (2005). Voluminous granitic magmas from common basaltic sources. Contributions to Mineralogy and Petrology, 148(6), 635-661.;Sisson2005;CN;NONE;NONE;NONE;Volcano Hazards Program, U.S. Geological Survey, 345 Middleﬁeld Rd., Menlo Park, CA 94025, USA;Nothing;96.00000;7.000;850.000;nno;3.900;10.000;0.000;1.000;0.000;52.000;31.000;0.900;0.000;5.400;0.000;0.000;0.000;0.000;100.300;opx plag amph ox;51.320;1.290;0.000;19.370;8.820;0.000;0.000;4.380;8.980;4.290;1.010;2.300;0.000;tabulated;0.000;2694.032072;46.60226794;74.237;0.158;13.955;1.056;0.480;1.387;3.600;4.918;9.800;2167.695877;56.41543414;0.000
1660;Sisson, T. W., Ratajeski, K., Hankins, W. B., & Glazner, A. F. (2005). Voluminous granitic magmas from common basaltic sources. Contributions to Mineralogy and Petrology, 148(6), 635-661.;Sisson2005;CN;NONE;NONE;NONE;Volcano Hazards Program, U.S. Geological Survey, 345 Middleﬁeld Rd., Menlo Park, CA 94025, USA;Nothing;96.00000;7.000;925.000;nno;-1.100;29.000;2.000;0.000;0.000;33.000;25.000;0.000;0.000;0.000;10.000;0.000;0.000;0.000;99.000;ol plag amph bt;50.740;1.250;0.000;19.710;9.690;0.000;0.000;4.520;7.390;3.760;2.320;2.300;0.000;tabulated;0.000;2679.15612;46.37734374;61.300;0.400;18.100;6.570;1.220;3.800;4.080;3.700;7.931;2302.766633;58.08662713;0.000
1672;Sisson, T. W., Ratajeski, K., Hankins, W. B., & Glazner, A. F. (2005). Voluminous granitic magmas from common basaltic sources. Contributions to Mineralogy and Petrology, 148(6), 635-661.;Sisson2005;CN;NONE;NONE;NONE;Volcano Hazards Program, U.S. Geological Survey, 345 Middleﬁeld Rd., Menlo Park, CA 94025, USA;Nothing;96.00000;7.000;900.000;nno;-1.200;29.000;0.000;1.000;0.000;31.000;28.000;0.000;0.000;0.000;9.000;0.000;0.000;0.000;98.000;opx plag amph bt;50.740;1.250;0.000;19.710;9.690;0.000;0.000;4.520;7.390;3.760;2.320;2.300;0.000;tabulated;0.000;2686.131628;46.17476229;63.600;0.220;18.600;4.850;0.920;3.430;4.240;3.690;7.931;2285.530168;56.18695162;0.000
1667;Sisson, T. W., Ratajeski, K., Hankins, W. B., & Glazner, A. F. (2005). Voluminous granitic magmas from common basaltic sources. Contributions to Mineralogy and Petrology, 148(6), 635-661.;Sisson2005;CN;NONE;NONE;NONE;Volcano Hazards Program, U.S. Geological Survey, 345 Middleﬁeld Rd., Menlo Park, CA 94025, USA;Nothing;96.00000;7.000;875.000;nno;-0.900;21.000;0.000;0.000;0.000;37.000;27.000;0.000;0.000;0.000;14.000;0.000;0.000;0.000;99.000;ol opx plag amph bt;50.740;1.250;0.000;19.710;9.690;0.000;0.000;4.520;7.390;3.760;2.320;2.300;0.000;tabulated;0.000;2693.143554;45.97112319;65.500;0.270;17.500;4.680;0.770;3.040;4.020;3.740;10.952;2192.089276;64.77114116;0.000
